user_id,cohort_year,seasons_active,avg_rank_score,peak_rank_score,peak_rank,avg_session_mins,avg_sessions_per_week,avg_esports_watch_hrs,is_esports_watcher,avg_agent_diversity,avg_cross_platform_hrs,is_cross_platform,account_age_days,pct_seasons_retained,has_purchased,first_spend_year,transaction_count,total_spend,avg_spend_per_txn,max_single_txn,recency_days
U98161,2022,3,4.33,5,Platinum,35.6,4.2,7.48,Yes,4.0,1.94,Yes,1055,1.0,Yes,2022.0,7,38.5,5.5,9.78,266.0
U98162,2023,3,8.0,8,Immortal,61.03,7.07,2.67,Yes,4.0,1.84,Yes,1043,0.6667,Yes,2022.0,15,473.47,31.56,71.52,9.0
U98163,2023,3,3.33,4,Gold,38.1,5.3,2.24,Yes,5.33,0.89,Yes,780,1.0,Yes,2024.0,3,27.55,9.18,11.3,272.0
U98164,2024,2,3.5,4,Gold,42.25,3.4,4.82,Yes,6.5,0.0,No,715,1.0,Yes,2024.0,2,8.36,4.18,6.23,112.0
U98165,2021,3,3.0,3,Silver,46.6,5.9,4.4,Yes,5.33,9.65,Yes,1063,0.6667,Yes,2023.0,3,21.09,7.03,10.12,622.0
U98166,2021,3,2.0,2,Bronze,36.6,5.33,1.63,Yes,5.67,4.49,Yes,991,1.0,Yes,2023.0,3,18.67,6.22,10.83,328.0
U98167,2022,3,5.0,5,Platinum,53.13,4.33,5.8,Yes,4.67,0.0,No,735,0.6667,Yes,2021.0,9,229.44,25.49,50.23,786.0
U98168,2021,3,2.0,2,Bronze,35.6,3.7,4.39,Yes,6.33,6.06,Yes,910,1.0,No,,0,0.0,0.0,0.0,
U98169,2022,4,1.0,1,Iron,32.4,3.85,5.77,Yes,4.5,2.13,Yes,1260,1.0,Yes,2023.0,12,412.0,34.33,55.64,54.0
U98170,2022,3,2.67,3,Silver,34.8,6.37,6.46,Yes,6.33,8.34,Yes,1007,1.0,Yes,2024.0,3,14.61,4.87,10.33,2.0
U98171,2021,4,3.5,4,Gold,39.05,3.65,2.75,Yes,5.25,1.4,Yes,1161,0.5,Yes,2021.0,3,19.41,6.47,9.17,1107.0
U98172,2023,3,6.33,7,Ascendant,59.57,6.3,5.02,Yes,6.67,0.61,Yes,862,1.0,Yes,2022.0,7,297.75,42.54,62.02,428.0
U98173,2024,2,4.0,4,Gold,45.6,6.25,6.5,Yes,6.0,2.72,Yes,486,1.0,No,,0,0.0,0.0,0.0,
U98174,2024,2,5.0,5,Platinum,54.35,8.25,1.53,Yes,3.5,0.0,No,435,1.0,Yes,2023.0,9,266.94,29.66,63.58,63.0
U98175,2021,4,5.75,6,Diamond,50.75,5.95,5.11,Yes,6.0,0.08,Yes,1131,0.75,Yes,2021.0,6,44.16,7.36,10.55,526.0
U98176,2022,4,4.25,5,Platinum,48.7,5.9,9.91,Yes,5.75,0.44,Yes,1232,1.0,Yes,2022.0,10,264.47,26.45,45.12,422.0
U98177,2024,2,6.5,7,Ascendant,51.0,5.35,9.91,Yes,2.5,1.3,Yes,373,1.0,No,,0,0.0,0.0,0.0,
U98178,2024,1,4.0,4,Gold,21.3,6.3,10.41,Yes,2.0,0.0,No,174,0.0,No,,0,0.0,0.0,0.0,
U98179,2024,2,4.0,4,Gold,44.3,5.4,1.17,Yes,6.0,0.0,No,679,1.0,Yes,2024.0,19,3345.97,176.1,291.44,5.0
U98180,2023,3,3.0,3,Silver,41.03,3.57,4.8,Yes,6.0,1.37,Yes,1024,0.0,No,,0,0.0,0.0,0.0,
U98181,2023,2,5.0,5,Platinum,38.45,5.3,6.14,Yes,7.0,4.08,Yes,417,0.5,Yes,2021.0,1,9.34,9.34,9.34,1490.0
U98182,2021,2,4.0,4,Gold,37.55,5.55,5.46,Yes,2.5,2.26,Yes,486,0.5,No,,0,0.0,0.0,0.0,
U98183,2022,3,7.33,8,Immortal,58.17,6.2,0.39,No,5.0,1.15,Yes,939,0.3333,No,,0,0.0,0.0,0.0,
U98184,2023,2,4.5,5,Platinum,36.5,4.7,5.92,Yes,5.0,1.78,Yes,513,0.5,Yes,2022.0,3,19.58,6.53,10.69,942.0
U98185,2022,1,4.0,4,Gold,36.7,11.6,2.12,Yes,4.0,0.0,No,235,0.0,No,,0,0.0,0.0,0.0,
U98186,2024,1,3.0,3,Silver,29.3,2.4,9.57,Yes,6.0,10.82,Yes,229,0.0,No,,0,0.0,0.0,0.0,
U98187,2024,2,4.0,4,Gold,38.3,4.15,2.91,Yes,2.5,0.78,Yes,699,1.0,Yes,2024.0,4,41.8,10.45,14.41,70.0
U98188,2024,2,3.0,3,Silver,33.35,4.5,7.06,Yes,3.0,8.0,Yes,477,1.0,Yes,2021.0,1,6.53,6.53,6.53,1484.0
U98189,2021,1,2.0,2,Bronze,34.4,3.4,4.67,Yes,3.0,0.0,No,18,0.0,No,,0,0.0,0.0,0.0,
U98190,2022,3,2.33,3,Silver,33.57,3.33,5.33,Yes,5.67,2.96,Yes,997,0.3333,Yes,2024.0,3,32.68,10.89,12.96,363.0
U98191,2021,3,2.67,3,Silver,35.73,3.43,1.85,Yes,3.67,0.0,No,735,0.6667,No,,0,0.0,0.0,0.0,
U98192,2022,4,8.25,9,Radiant,58.3,6.98,6.06,Yes,4.5,4.73,Yes,1389,1.0,Yes,2024.0,6,251.77,41.96,65.5,4.0
U98193,2021,5,3.2,4,Gold,28.82,4.9,6.79,Yes,5.6,6.78,Yes,1518,0.6,Yes,2021.0,1,5.46,5.46,5.46,1762.0
U98194,2021,4,2.75,3,Silver,45.95,4.35,16.09,Yes,6.0,6.49,Yes,1154,0.75,Yes,2021.0,8,51.76,6.47,11.53,65.0
U98195,2024,2,4.0,4,Gold,47.65,4.95,5.86,Yes,4.0,1.26,Yes,440,0.5,Yes,2022.0,2,10.74,5.37,8.23,928.0
U98196,2022,1,7.0,7,Ascendant,60.4,3.7,10.59,Yes,6.0,12.79,Yes,8,1.0,Yes,2021.0,5,20.1,4.02,7.15,488.0
U98197,2024,1,6.0,6,Diamond,65.7,6.0,1.69,Yes,5.0,0.0,No,356,1.0,No,,0,0.0,0.0,0.0,
U98198,2022,3,4.67,5,Platinum,48.83,5.83,6.49,Yes,7.0,3.16,Yes,1071,0.6667,No,,0,0.0,0.0,0.0,
U98199,2023,3,8.0,8,Immortal,44.5,5.8,7.55,Yes,4.33,17.04,Yes,801,0.6667,Yes,2022.0,13,432.11,33.24,59.16,182.0
U98200,2022,3,3.0,3,Silver,46.97,4.87,9.21,Yes,5.0,0.0,No,946,0.6667,No,,0,0.0,0.0,0.0,
U98201,2024,2,2.0,2,Bronze,48.0,4.9,7.95,Yes,2.5,0.0,No,659,1.0,No,,0,0.0,0.0,0.0,
U98202,2023,3,4.0,4,Gold,44.0,4.3,4.71,Yes,4.67,4.84,Yes,779,0.6667,No,,0,0.0,0.0,0.0,
U98203,2024,2,5.0,5,Platinum,41.35,6.0,4.03,Yes,2.5,1.73,Yes,543,0.5,No,,0,0.0,0.0,0.0,
U98204,2022,4,3.5,4,Gold,30.28,4.72,4.26,Yes,4.75,16.19,Yes,1189,1.0,Yes,2024.0,8,360.31,45.04,63.24,278.0
U98205,2023,3,6.0,6,Diamond,53.37,3.63,5.33,Yes,5.33,1.66,Yes,772,0.6667,No,,0,0.0,0.0,0.0,
U98206,2023,3,5.0,5,Platinum,44.0,5.23,9.33,Yes,3.33,0.47,Yes,866,0.3333,No,,0,0.0,0.0,0.0,
U98207,2022,1,1.0,1,Iron,36.4,7.3,3.81,Yes,2.0,0.0,No,36,1.0,Yes,2023.0,5,40.81,8.16,13.01,235.0
U98208,2021,2,5.0,5,Platinum,54.9,7.75,6.9,Yes,6.0,0.28,Yes,498,1.0,Yes,2021.0,1,2.27,2.27,2.27,1817.0
U98209,2021,3,5.67,6,Diamond,51.33,6.43,7.41,Yes,5.0,7.0,Yes,1042,1.0,No,,0,0.0,0.0,0.0,
U98210,2022,1,3.0,3,Silver,37.3,4.2,1.15,Yes,5.0,2.89,Yes,340,0.0,No,,0,0.0,0.0,0.0,
U98211,2023,3,1.33,2,Bronze,30.93,6.2,4.18,Yes,4.33,0.69,Yes,791,1.0,Yes,2023.0,5,49.01,9.8,12.42,119.0
U98212,2024,2,4.0,4,Gold,34.65,6.15,3.17,Yes,5.0,6.67,Yes,531,0.0,Yes,2021.0,15,506.82,33.79,60.38,466.0
U98213,2024,2,4.0,4,Gold,52.4,5.95,1.11,Yes,4.5,3.96,Yes,420,1.0,Yes,2021.0,8,44.89,5.61,10.95,67.0
U98214,2022,4,4.5,5,Platinum,47.68,5.15,1.98,Yes,6.75,4.4,Yes,1166,0.75,Yes,2023.0,26,3623.13,139.35,275.09,41.0
U98215,2023,3,4.67,5,Platinum,39.7,5.73,4.45,Yes,4.33,1.61,Yes,833,1.0,Yes,2021.0,5,157.32,31.46,45.74,1239.0
U98216,2022,4,8.0,8,Immortal,61.38,7.05,6.59,Yes,7.5,7.48,Yes,1201,1.0,Yes,2022.0,7,44.33,6.33,12.95,88.0
U98217,2021,5,4.2,5,Platinum,43.74,6.7,4.85,Yes,6.0,0.31,Yes,1769,0.6,Yes,2023.0,9,423.67,47.07,70.26,207.0
U98218,2023,3,7.67,8,Immortal,48.17,6.43,6.94,Yes,3.67,8.21,Yes,1017,0.3333,No,,0,0.0,0.0,0.0,
U98219,2022,2,5.5,6,Diamond,57.95,6.5,5.42,Yes,4.5,1.9,Yes,500,1.0,Yes,2024.0,2,16.72,8.36,11.22,120.0
U98220,2021,2,9.0,9,Radiant,58.6,5.6,6.18,Yes,6.5,5.76,Yes,508,1.0,Yes,2023.0,5,38.04,7.61,13.06,28.0
U98221,2021,2,3.5,4,Gold,43.65,2.5,3.58,Yes,7.0,0.88,Yes,385,1.0,No,,0,0.0,0.0,0.0,
U98222,2023,3,2.33,3,Silver,36.7,3.23,5.57,Yes,5.67,0.0,No,738,0.3333,No,,0,0.0,0.0,0.0,
U98223,2024,1,3.0,3,Silver,40.4,4.5,6.02,Yes,3.0,0.0,No,16,1.0,No,,0,0.0,0.0,0.0,
U98224,2023,3,4.0,4,Gold,36.37,4.8,2.2,Yes,6.0,0.0,No,780,0.6667,Yes,2022.0,10,301.94,30.19,71.82,33.0
U98225,2022,4,5.75,6,Diamond,42.25,4.28,6.46,Yes,4.5,2.27,Yes,1220,0.75,Yes,2022.0,4,32.24,8.06,10.94,440.0
U98226,2021,1,1.0,1,Iron,24.9,5.8,5.77,Yes,2.0,17.24,Yes,312,0.0,No,,0,0.0,0.0,0.0,
U98227,2022,3,8.0,8,Immortal,56.2,7.63,8.7,Yes,5.33,0.0,No,894,1.0,Yes,2024.0,3,20.96,6.99,10.04,124.0
U98228,2024,2,4.5,5,Platinum,60.65,7.1,3.06,Yes,3.5,1.79,Yes,645,1.0,Yes,2023.0,10,422.08,42.21,71.46,67.0
U98229,2024,2,3.0,3,Silver,44.5,6.05,4.65,Yes,5.5,2.52,Yes,557,1.0,Yes,2023.0,4,24.23,6.06,9.86,282.0
U98230,2022,4,7.5,8,Immortal,52.28,8.1,3.41,Yes,4.75,5.34,Yes,1147,1.0,Yes,2024.0,4,124.72,31.18,65.16,22.0
U98231,2021,4,4.75,5,Platinum,45.0,5.32,4.36,Yes,5.75,4.25,Yes,1372,1.0,Yes,2024.0,6,162.71,27.12,37.66,47.0
U98232,2022,3,3.0,3,Silver,41.87,5.27,4.25,Yes,5.0,0.43,Yes,1068,1.0,No,,0,0.0,0.0,0.0,
U98233,2024,1,1.0,1,Iron,54.7,5.2,17.48,Yes,2.0,3.96,Yes,236,0.0,No,,0,0.0,0.0,0.0,
U98234,2022,4,5.75,6,Diamond,58.35,7.58,3.66,Yes,6.5,4.92,Yes,1435,1.0,Yes,2024.0,6,168.51,28.08,55.27,290.0
U98235,2024,2,1.0,1,Iron,29.9,5.15,4.13,Yes,5.5,1.47,Yes,640,0.0,No,,0,0.0,0.0,0.0,
U98236,2021,5,5.6,6,Diamond,51.82,5.46,4.36,Yes,5.8,2.93,Yes,1562,0.8,Yes,2023.0,30,3662.56,122.09,243.4,40.0
U98237,2023,2,1.5,2,Bronze,39.6,5.25,1.3,Yes,5.0,3.68,Yes,686,1.0,Yes,2022.0,4,15.37,3.84,5.27,26.0
U98238,2022,1,4.0,4,Gold,36.9,2.7,2.27,Yes,2.0,0.0,No,248,1.0,Yes,2023.0,5,46.72,9.34,13.86,99.0
U98239,2024,2,3.0,3,Silver,43.65,5.65,3.88,Yes,4.5,1.83,Yes,574,1.0,No,,0,0.0,0.0,0.0,
U98240,2022,2,6.5,7,Ascendant,50.35,6.1,6.22,Yes,4.5,0.24,Yes,435,0.5,Yes,2021.0,3,12.79,4.26,8.37,1137.0
U98241,2023,3,1.67,2,Bronze,31.23,6.4,2.98,Yes,3.33,5.1,Yes,791,1.0,No,,0,0.0,0.0,0.0,
U98242,2024,2,6.5,7,Ascendant,52.25,6.6,5.38,Yes,3.0,0.0,No,591,1.0,No,,0,0.0,0.0,0.0,
U98243,2024,2,8.0,8,Immortal,57.3,7.2,3.88,Yes,4.5,9.41,Yes,551,0.0,No,,0,0.0,0.0,0.0,
U98244,2023,1,7.0,7,Ascendant,55.5,7.4,5.1,Yes,3.0,0.0,No,11,0.0,No,,0,0.0,0.0,0.0,
U98245,2021,3,4.0,4,Gold,44.67,6.57,8.21,Yes,6.0,7.23,Yes,905,0.6667,Yes,2024.0,2,12.07,6.04,8.71,617.0
U98246,2022,3,7.0,7,Ascendant,60.6,6.23,3.76,Yes,4.67,4.82,Yes,1054,0.6667,Yes,2024.0,3,38.18,12.73,13.68,32.0
U98247,2023,1,2.0,2,Bronze,26.9,4.3,9.86,Yes,6.0,0.0,No,352,0.0,No,,0,0.0,0.0,0.0,
U98248,2023,1,2.0,2,Bronze,34.7,4.8,2.38,Yes,7.0,0.0,No,248,1.0,No,,0,0.0,0.0,0.0,
U98249,2022,2,3.0,3,Silver,33.45,3.45,1.61,Yes,5.0,1.41,Yes,479,0.0,No,,0,0.0,0.0,0.0,
U98250,2022,3,6.33,7,Ascendant,56.23,5.27,4.76,Yes,5.33,0.4,Yes,936,0.3333,Yes,2022.0,8,55.99,7.0,11.58,141.0
U98251,2021,2,7.0,7,Ascendant,43.55,7.3,4.36,Yes,5.5,1.62,Yes,705,1.0,Yes,2024.0,7,302.52,43.22,72.97,50.0
U98252,2021,5,5.0,5,Platinum,44.3,6.72,4.75,Yes,5.0,3.04,Yes,1506,0.6,Yes,2024.0,8,309.45,38.68,64.8,110.0
U98253,2023,3,6.0,6,Diamond,54.5,6.47,2.95,Yes,3.67,5.71,Yes,939,1.0,Yes,2022.0,10,364.42,36.44,66.13,206.0
U98254,2024,2,6.0,6,Diamond,55.0,5.95,5.84,Yes,4.0,0.0,No,709,1.0,Yes,2023.0,35,4917.37,140.5,256.04,27.0
U98255,2021,4,5.0,5,Platinum,41.02,6.85,1.84,Yes,4.0,2.44,Yes,1180,1.0,Yes,2022.0,16,520.53,32.53,64.18,88.0
U98256,2023,3,3.33,4,Gold,44.2,4.83,2.98,Yes,4.0,0.59,Yes,1059,1.0,No,,0,0.0,0.0,0.0,
U98257,2021,5,1.6,3,Silver,33.3,5.32,4.48,Yes,6.2,3.15,Yes,1530,1.0,Yes,2024.0,6,283.24,47.21,63.17,49.0
U98258,2021,4,8.0,8,Immortal,63.35,6.62,5.28,Yes,7.25,0.0,No,1199,0.75,Yes,2023.0,32,5306.02,165.81,290.76,2.0
U98259,2021,3,4.0,4,Gold,43.87,3.6,5.63,Yes,4.33,2.3,Yes,1006,0.6667,No,,0,0.0,0.0,0.0,
U98260,2022,4,3.75,4,Gold,47.25,4.58,7.83,Yes,4.25,2.25,Yes,1277,0.75,No,,0,0.0,0.0,0.0,
U98261,2021,3,5.0,5,Platinum,39.57,7.43,5.95,Yes,4.0,4.32,Yes,1029,0.6667,Yes,2023.0,5,31.83,6.37,10.72,77.0
U98262,2023,3,2.0,2,Bronze,37.67,3.4,7.82,Yes,4.0,0.47,Yes,949,0.6667,No,,0,0.0,0.0,0.0,
U98263,2023,3,4.0,4,Gold,43.97,4.9,2.6,Yes,2.33,0.0,No,986,1.0,Yes,2022.0,12,320.58,26.72,63.04,256.0
U98264,2024,2,5.5,6,Diamond,44.95,4.15,0.34,No,4.0,0.98,Yes,386,0.0,Yes,2021.0,3,30.7,10.23,11.43,732.0
U98265,2022,4,6.75,7,Ascendant,57.58,7.65,6.07,Yes,6.25,1.97,Yes,1382,0.75,Yes,2024.0,3,14.94,4.98,10.69,12.0
U98266,2023,1,4.0,4,Gold,50.8,2.8,2.51,Yes,6.0,0.0,No,134,1.0,No,,0,0.0,0.0,0.0,
U98267,2022,4,6.0,6,Diamond,58.0,5.22,5.95,Yes,5.25,0.36,Yes,1152,0.75,Yes,2021.0,12,346.11,28.84,52.03,45.0
U98268,2022,4,3.25,4,Gold,40.85,5.7,3.09,Yes,5.25,0.0,No,1257,0.5,Yes,2022.0,13,462.11,35.55,67.88,160.0
U98269,2023,3,2.67,3,Silver,31.0,4.97,3.74,Yes,6.33,6.64,Yes,1088,1.0,Yes,2024.0,7,247.13,35.3,68.23,227.0
U98270,2024,1,2.0,2,Bronze,33.3,2.9,3.42,Yes,4.0,1.16,Yes,105,1.0,Yes,2024.0,7,252.22,36.03,65.32,109.0
U98271,2023,3,8.0,9,Radiant,61.4,6.9,5.36,Yes,4.33,0.0,No,857,0.0,No,,0,0.0,0.0,0.0,
U98272,2024,2,4.5,5,Platinum,39.85,4.3,8.71,Yes,3.5,0.0,No,592,0.5,Yes,2021.0,17,586.09,34.48,57.52,5.0
U98273,2021,5,4.6,6,Diamond,42.28,4.6,3.53,Yes,7.2,3.22,Yes,1571,0.6,Yes,2022.0,4,26.2,6.55,11.88,216.0
U98274,2024,2,3.0,3,Silver,34.55,4.2,5.22,Yes,7.5,0.0,No,524,1.0,Yes,2021.0,6,31.21,5.2,7.9,208.0
U98275,2024,2,8.5,9,Radiant,46.55,5.95,3.9,Yes,1.5,0.0,No,440,1.0,Yes,2022.0,36,5176.69,143.8,248.83,52.0
U98276,2022,4,9.0,9,Radiant,56.5,7.3,3.61,Yes,5.5,9.07,Yes,1314,0.25,No,,0,0.0,0.0,0.0,
U98277,2021,4,4.5,5,Platinum,37.48,5.7,5.72,Yes,6.5,7.94,Yes,1182,0.25,No,,0,0.0,0.0,0.0,
U98278,2024,1,1.0,1,Iron,36.0,3.5,4.27,Yes,2.0,0.0,No,333,1.0,No,,0,0.0,0.0,0.0,
U98279,2021,5,1.0,1,Iron,20.78,2.8,6.54,Yes,6.4,4.85,Yes,1820,0.4,No,,0,0.0,0.0,0.0,
U98280,2023,2,3.0,3,Silver,48.2,4.6,3.08,Yes,3.0,0.0,No,477,1.0,No,,0,0.0,0.0,0.0,
U98281,2021,2,1.0,1,Iron,38.35,3.7,3.92,Yes,4.0,0.0,No,660,1.0,No,,0,0.0,0.0,0.0,
U98282,2023,3,4.33,5,Platinum,35.1,5.3,2.48,Yes,4.0,0.16,Yes,1073,0.3333,Yes,2021.0,2,14.51,7.26,10.59,1331.0
U98283,2024,2,6.0,6,Diamond,52.45,5.9,4.4,Yes,7.0,0.0,No,489,1.0,Yes,2023.0,9,320.39,35.6,56.12,345.0
U98284,2021,3,1.0,1,Iron,21.7,4.9,4.45,Yes,5.33,0.0,No,821,0.6667,No,,0,0.0,0.0,0.0,
U98285,2024,2,4.0,4,Gold,42.85,4.35,5.8,Yes,3.0,7.29,Yes,680,1.0,Yes,2021.0,52,6752.1,129.85,246.09,407.0
U98286,2022,1,4.0,4,Gold,48.1,4.9,2.41,Yes,6.0,1.16,Yes,156,0.0,No,,0,0.0,0.0,0.0,
U98287,2021,1,5.0,5,Platinum,49.5,3.1,1.89,Yes,1.0,0.0,No,336,1.0,Yes,2021.0,2,9.17,4.58,7.97,1502.0
U98288,2023,3,4.67,5,Platinum,51.1,5.33,8.33,Yes,3.67,5.73,Yes,820,0.6667,Yes,2021.0,3,21.84,7.28,10.33,1318.0
U98289,2023,3,1.0,1,Iron,34.6,4.07,5.52,Yes,8.0,1.22,Yes,791,0.6667,Yes,2023.0,5,36.52,7.3,11.53,99.0
U98290,2022,4,4.25,5,Platinum,41.97,4.2,4.14,Yes,7.25,0.0,No,1148,0.75,Yes,2021.0,16,487.93,30.5,69.86,42.0
U98291,2024,2,4.0,4,Gold,42.55,7.2,13.83,Yes,3.0,5.01,Yes,667,1.0,No,,0,0.0,0.0,0.0,
U98292,2023,3,2.67,3,Silver,39.27,2.37,4.89,Yes,4.0,0.2,Yes,803,0.6667,No,,0,0.0,0.0,0.0,
U98293,2022,4,6.75,8,Immortal,40.0,4.8,6.46,Yes,7.25,0.96,Yes,1178,1.0,Yes,2024.0,4,12.56,3.14,4.96,20.0
U98294,2021,1,4.0,4,Gold,42.7,4.2,21.72,Yes,6.0,0.0,No,192,1.0,No,,0,0.0,0.0,0.0,
U98295,2023,3,3.0,3,Silver,33.23,6.1,4.11,Yes,5.67,4.53,Yes,737,0.6667,No,,0,0.0,0.0,0.0,
U98296,2024,1,1.0,1,Iron,31.5,5.1,8.1,Yes,6.0,0.0,No,84,1.0,No,,0,0.0,0.0,0.0,
U98297,2023,3,1.0,1,Iron,30.2,2.13,6.02,Yes,6.33,0.08,Yes,1050,0.6667,Yes,2021.0,4,33.07,8.27,9.95,861.0
U98298,2023,3,4.0,4,Gold,34.47,6.1,3.84,Yes,7.0,2.79,Yes,1078,0.6667,No,,0,0.0,0.0,0.0,
U98299,2024,2,3.0,3,Silver,42.05,4.9,3.29,Yes,2.5,6.99,Yes,626,1.0,Yes,2022.0,37,5552.38,150.06,289.74,62.0
U98300,2022,2,1.0,1,Iron,21.5,3.6,1.81,Yes,7.0,0.86,Yes,509,0.5,No,,0,0.0,0.0,0.0,
U98301,2022,2,2.5,3,Silver,32.9,3.9,3.02,Yes,6.0,0.0,No,460,0.0,No,,0,0.0,0.0,0.0,
U98302,2021,1,3.0,3,Silver,37.1,4.4,0.02,No,5.0,0.0,No,224,0.0,No,,0,0.0,0.0,0.0,
U98303,2024,2,3.0,3,Silver,46.65,5.6,2.18,Yes,3.5,9.18,Yes,700,1.0,No,,0,0.0,0.0,0.0,
U98304,2024,1,5.0,5,Platinum,54.7,7.7,4.59,Yes,6.0,0.0,No,42,1.0,Yes,2024.0,3,54.52,18.17,34.74,398.0
U98305,2023,2,3.0,3,Silver,29.75,4.05,9.78,Yes,4.0,7.52,Yes,453,0.5,No,,0,0.0,0.0,0.0,
U98306,2022,4,2.75,3,Silver,41.58,4.82,3.13,Yes,6.0,0.31,Yes,1269,0.75,Yes,2024.0,3,19.8,6.6,10.77,319.0
U98307,2021,1,3.0,3,Silver,36.5,2.7,0.09,No,5.0,0.0,No,18,1.0,Yes,2024.0,3,104.84,34.95,48.07,473.0
U98308,2021,2,5.0,5,Platinum,51.8,4.9,8.14,Yes,2.0,1.0,Yes,510,1.0,No,,0,0.0,0.0,0.0,
U98309,2024,2,4.5,5,Platinum,36.7,6.4,6.78,Yes,4.0,1.1,Yes,661,1.0,Yes,2023.0,7,263.98,37.71,55.03,60.0
U98310,2021,2,2.0,2,Bronze,38.65,5.05,5.16,Yes,3.0,0.0,No,417,1.0,No,,0,0.0,0.0,0.0,
U98311,2024,2,5.5,6,Diamond,43.7,3.3,8.48,Yes,7.5,0.0,No,622,0.5,No,,0,0.0,0.0,0.0,
U98312,2021,1,5.0,5,Platinum,38.5,6.1,13.75,Yes,2.0,0.0,No,340,1.0,No,,0,0.0,0.0,0.0,
U98313,2023,3,5.0,5,Platinum,44.0,4.93,5.33,Yes,5.67,1.64,Yes,905,0.6667,Yes,2023.0,5,52.25,10.45,12.45,227.0
U98314,2021,3,2.33,3,Silver,38.17,3.77,3.53,Yes,6.0,3.65,Yes,896,1.0,Yes,2024.0,2,15.6,7.8,12.46,423.0
U98315,2022,2,5.0,5,Platinum,34.85,6.55,10.12,Yes,2.0,0.0,No,572,0.5,Yes,2021.0,15,483.15,32.21,61.07,8.0
U98316,2021,1,2.0,2,Bronze,38.5,7.3,4.05,Yes,3.0,0.0,No,168,1.0,Yes,2024.0,2,12.29,6.14,6.2,300.0
U98317,2022,1,2.0,2,Bronze,51.9,6.7,0.03,No,5.0,0.0,No,219,1.0,No,,0,0.0,0.0,0.0,
U98318,2024,2,3.0,3,Silver,37.0,3.15,4.51,Yes,5.5,12.62,Yes,630,1.0,Yes,2021.0,9,242.49,26.94,56.67,1035.0
U98319,2021,1,6.0,6,Diamond,40.6,6.2,8.28,Yes,4.0,10.26,Yes,62,1.0,No,,0,0.0,0.0,0.0,
U98320,2023,3,3.67,4,Gold,41.63,6.23,9.46,Yes,4.0,3.5,Yes,786,0.6667,Yes,2023.0,5,37.26,7.45,12.5,183.0
U98321,2023,2,5.0,5,Platinum,43.55,7.7,6.14,Yes,4.5,2.53,Yes,527,0.5,No,,0,0.0,0.0,0.0,
U98322,2023,3,8.33,9,Radiant,58.9,5.53,8.0,Yes,5.0,4.47,Yes,908,0.6667,Yes,2023.0,4,31.88,7.97,10.03,492.0
U98323,2024,2,2.0,2,Bronze,41.1,3.2,11.21,Yes,4.5,0.68,Yes,655,0.0,No,,0,0.0,0.0,0.0,
U98324,2024,2,5.0,5,Platinum,44.95,4.4,3.94,Yes,4.0,0.2,Yes,658,1.0,Yes,2023.0,4,30.14,7.54,10.23,628.0
U98325,2023,1,4.0,4,Gold,43.0,2.3,0.26,No,4.0,15.82,Yes,228,1.0,No,,0,0.0,0.0,0.0,
U98326,2023,3,6.33,7,Ascendant,59.17,7.4,0.74,Yes,4.67,0.42,Yes,860,0.3333,No,,0,0.0,0.0,0.0,
U98327,2022,3,5.67,6,Diamond,47.33,5.7,6.15,Yes,5.67,4.1,Yes,978,0.3333,No,,0,0.0,0.0,0.0,
U98328,2021,4,5.0,5,Platinum,47.4,7.45,5.95,Yes,6.0,7.89,Yes,1232,0.75,Yes,2022.0,12,321.28,26.77,58.88,15.0
U98329,2023,2,5.5,6,Diamond,65.45,5.15,4.92,Yes,6.0,7.49,Yes,577,1.0,Yes,2024.0,2,17.95,8.98,11.21,257.0
U98330,2021,2,1.5,2,Bronze,26.95,3.7,4.85,Yes,6.5,3.59,Yes,381,1.0,No,,0,0.0,0.0,0.0,
U98331,2023,2,1.0,1,Iron,32.3,5.7,2.48,Yes,5.0,1.57,Yes,403,0.5,No,,0,0.0,0.0,0.0,
U98332,2022,4,4.25,5,Platinum,42.75,5.18,3.52,Yes,6.5,5.3,Yes,1175,1.0,Yes,2024.0,7,251.77,35.97,58.52,154.0
U98333,2022,2,3.0,3,Silver,47.9,5.9,5.35,Yes,4.5,0.0,No,698,1.0,No,,0,0.0,0.0,0.0,
U98334,2022,4,4.0,4,Gold,52.95,6.05,4.56,Yes,5.5,1.35,Yes,1151,1.0,Yes,2023.0,5,161.09,32.22,44.73,603.0
U98335,2021,3,3.33,4,Gold,38.43,3.73,4.86,Yes,5.67,0.91,Yes,859,0.6667,No,,0,0.0,0.0,0.0,
U98336,2023,3,6.0,6,Diamond,50.77,7.83,8.54,Yes,4.33,0.0,No,744,0.3333,Yes,2023.0,40,6389.41,159.74,286.28,29.0
U98337,2023,3,8.0,8,Immortal,59.5,6.83,3.36,Yes,5.67,0.0,No,1078,1.0,No,,0,0.0,0.0,0.0,
U98338,2023,3,4.0,5,Platinum,31.6,3.2,5.32,Yes,4.0,2.31,Yes,1064,1.0,No,,0,0.0,0.0,0.0,
U98339,2022,3,6.0,6,Diamond,43.33,5.8,2.95,Yes,6.33,0.24,Yes,932,0.0,No,,0,0.0,0.0,0.0,
U98340,2022,4,6.0,6,Diamond,49.38,7.2,1.42,Yes,6.75,0.0,No,1149,1.0,Yes,2021.0,3,61.71,20.57,31.02,1483.0
